ZIP CODE,Year,Year,Quarter,time
91403,19,2019,Q3,"2019, Q3"
90047,19,2019,Q4,"2019, Q4"
90047,15,2015,Q1,"2015, Q1"
90731,91,1991,Q3,"1991, Q3"
91345,17,2017,Q3,"2017, Q3"
91342,7,2007,Q2,"2007, Q2"
90027,19,2019,Q2,"2019, Q2"
90744,19,2019,Q2,"2019, Q2"
90043,12,2012,Q3,"2012, Q3"
91342,16,2016,Q2,"2016, Q2"
90015,95,1995,Q1,"1995, Q1"
91406,88,1988,Q3,"1988, Q3"
91356,13,2013,Q3,"2013, Q3"
90035,17,2017,Q1,"2017, Q1"
91343,21,2021,Q1,"2021, Q1"
90402,15,2015,Q2,"2015, Q2"
90027,19,2019,Q2,"2019, Q2"
91733,21,2021,Q1,"2021, Q1"
91601,15,2015,Q2,"2015, Q2"
90057,15,2015,Q1,"2015, Q1"
91302,21,2021,Q1,"2021, Q1"
90066,20,2020,Q4,"2020, Q4"
90061,18,2018,Q2,"2018, Q2"
90731,20,2020,Q4,"2020, Q4"
90010,15,2015,Q1,"2015, Q1"
90716,93,1993,Q2,"1993, Q2"
90403,15,2015,Q3,"2015, Q3"
90292,18,2018,Q1,"2018, Q1"
90006,22,2022,Q2,"2022, Q2"
90044,15,2015,Q3,"2015, Q3"
90021,18,2018,Q1,"2018, Q1"
90005,9,2009,Q3,"2009, Q3"
91307,13,2013,Q3,"2013, Q3"
91324,19,2019,Q2,"2019, Q2"
90047,15,2015,Q1,"2015, Q1"
91352,19,2019,Q3,"2019, Q3"
90077,18,2018,Q3,"2018, Q3"
90025,18,2018,Q3,"2018, Q3"
90064,19,2019,Q3,"2019, Q3"
90016,22,2022,Q2,"2022, Q2"
90043,10,2010,Q2,"2010, Q2"
91406,12,2012,Q1,"2012, Q1"
90016,16,2016,Q4,"2016, Q4"
90045,11,2011,Q3,"2011, Q3"
91324,20,2020,Q4,"2020, Q4"
90042,18,2018,Q1,"2018, Q1"
90044,20,2020,Q2,"2020, Q2"
90059,17,2017,Q1,"2017, Q1"
91732,19,2019,Q2,"2019, Q2"
90057,19,2019,Q3,"2019, Q3"
91367,19,2019,Q4,"2019, Q4"
90006,11,2011,Q1,"2011, Q1"
90703,4,2004,Q1,"2004, Q1"
91402,17,2017,Q1,"2017, Q1"
90003,14,2014,Q2,"2014, Q2"
90744,19,2019,Q1,"2019, Q1"
91342,4,2004,Q3,"2004, Q3"
90016,19,2019,Q2,"2019, Q2"
90045,9,2009,Q3,"2009, Q3"
90805,19,2019,Q4,"2019, Q4"
90003,22,2022,Q2,"2022, Q2"
90042,6,2006,Q4,"2006, Q4"
91352,17,2017,Q3,"2017, Q3"
91205,13,2013,Q2,"2013, Q2"
90047,14,2014,Q3,"2014, Q3"
91605,15,2015,Q1,"2015, Q1"
91401,22,2022,Q2,"2022, Q2"
91605,18,2018,Q1,"2018, Q1"
90025,17,2017,Q1,"2017, Q1"
91367,21,2021,Q4,"2021, Q4"
90046,98,1998,Q3,"1998, Q3"
91352,10,2010,Q3,"2010, Q3"
90042,13,2013,Q1,"2013, Q1"
90064,17,2017,Q1,"2017, Q1"
90021,17,2017,Q1,"2017, Q1"
91311,14,2014,Q1,"2014, Q1"
90042,13,2013,Q2,"2013, Q2"
90008,96,1996,Q1,"1996, Q1"
91325,20,2020,Q2,"2020, Q2"
91505,5,2005,Q1,"2005, Q1"
91405,15,2015,Q2,"2015, Q2"
91405,19,2019,Q3,"2019, Q3"
90014,12,2012,Q2,"2012, Q2"
91352,15,2015,Q4,"2015, Q4"
90230,11,2011,Q4,"2011, Q4"
90048,21,2021,Q1,"2021, Q1"
91042,22,2022,Q2,"2022, Q2"
91351,12,2012,Q2,"2012, Q2"
90042,19,2019,Q3,"2019, Q3"
90063,4,2004,Q1,"2004, Q1"
90006,11,2011,Q1,"2011, Q1"
90018,17,2017,Q3,"2017, Q3"
90064,10,2010,Q3,"2010, Q3"
90020,22,2022,Q2,"2022, Q2"
90048,14,2014,Q1,"2014, Q1"
90280,21,2021,Q1,"2021, Q1"
91340,19,2019,Q2,"2019, Q2"
90046,20,2020,Q2,"2020, Q2"
90019,18,2018,Q3,"2018, Q3"
90015,18,2018,Q4,"2018, Q4"
90015,11,2011,Q1,"2011, Q1"
90015,4,2004,Q2,"2004, Q2"
91406,15,2015,Q1,"2015, Q1"
91335,12,2012,Q1,"2012, Q1"
90013,15,2015,Q1,"2015, Q1"
90015,14,2014,Q2,"2014, Q2"
90043,19,2019,Q2,"2019, Q2"
91606,19,2019,Q2,"2019, Q2"
90272,15,2015,Q1,"2015, Q1"
90066,15,2015,Q3,"2015, Q3"
90041,18,2018,Q4,"2018, Q4"
91606,19,2019,Q2,"2019, Q2"
91401,19,2019,Q2,"2019, Q2"
90066,8,2008,Q2,"2008, Q2"
91303,19,2019,Q1,"2019, Q1"
90011,19,2019,Q2,"2019, Q2"
91311,16,2016,Q1,"2016, Q1"
91304,1,2001,Q2,"2001, Q2"
90015,17,2017,Q1,"2017, Q1"
90045,21,2021,Q1,"2021, Q1"
91607,19,2019,Q2,"2019, Q2"
91745,19,2019,Q3,"2019, Q3"
90035,19,2019,Q2,"2019, Q2"
91325,18,2018,Q1,"2018, Q1"
90029,14,2014,Q3,"2014, Q3"
90732,19,2019,Q2,"2019, Q2"
91304,20,2020,Q1,"2020, Q1"
91402,21,2021,Q1,"2021, Q1"
90022,21,2021,Q2,"2021, Q2"
90032,10,2010,Q1,"2010, Q1"
91342,19,2019,Q3,"2019, Q3"
91406,8,2008,Q1,"2008, Q1"
91401,16,2016,Q3,"2016, Q3"
91342,19,2019,Q2,"2019, Q2"
91306,21,2021,Q1,"2021, Q1"
90022,22,2022,Q3,"2022, Q3"
90292,20,2020,Q3,"2020, Q3"
90270,19,2019,Q2,"2019, Q2"
90027,6,2006,Q4,"2006, Q4"
90066,9,2009,Q1,"2009, Q1"
91311,81,1981,Q1,"1981, Q1"
90272,92,1992,Q1,"1992, Q1"
90035,15,2015,Q1,"2015, Q1"
90018,21,2021,Q1,"2021, Q1"
90034,15,2015,Q3,"2015, Q3"
90002,15,2015,Q3,"2015, Q3"
91364,11,2011,Q2,"2011, Q2"
90012,14,2014,Q3,"2014, Q3"
90042,19,2019,Q2,"2019, Q2"
91331,15,2015,Q3,"2015, Q3"
90020,2,2002,Q2,"2002, Q2"
90027,19,2019,Q1,"2019, Q1"
90066,18,2018,Q1,"2018, Q1"
91214,15,2015,Q4,"2015, Q4"
91403,19,2019,Q3,"2019, Q3"
90280,22,2022,Q2,"2022, Q2"
90046,18,2018,Q4,"2018, Q4"
90041,7,2007,Q2,"2007, Q2"
90031,99,1999,Q4,"1999, Q4"
91367,19,2019,Q2,"2019, Q2"
91331,19,2019,Q3,"2019, Q3"
90305,7,2007,Q3,"2007, Q3"
90049,2,2002,Q1,"2002, Q1"
90047,18,2018,Q2,"2018, Q2"
90640,22,2022,Q3,"2022, Q3"
91604,18,2018,Q1,"2018, Q1"
91601,16,2016,Q4,"2016, Q4"
90045,1,2001,Q1,"2001, Q1"
91352,22,2022,Q2,"2022, Q2"
90037,10,2010,Q4,"2010, Q4"
90602,19,2019,Q4,"2019, Q4"
91331,15,2015,Q4,"2015, Q4"
90015,19,2019,Q2,"2019, Q2"
90061,1,2001,Q1,"2001, Q1"
91607,18,2018,Q4,"2018, Q4"
91344,17,2017,Q2,"2017, Q2"
90731,21,2021,Q1,"2021, Q1"
90278,20,2020,Q1,"2020, Q1"
90015,18,2018,Q3,"2018, Q3"
90006,19,2019,Q2,"2019, Q2"
90006,3,2003,Q4,"2003, Q4"
90018,19,2019,Q3,"2019, Q3"
91604,12,2012,Q4,"2012, Q4"
90059,22,2022,Q3,"2022, Q3"
91605,14,2014,Q2,"2014, Q2"
91042,21,2021,Q1,"2021, Q1"
90004,19,2019,Q3,"2019, Q3"
91406,8,2008,Q3,"2008, Q3"
90048,20,2020,Q4,"2020, Q4"
91423,14,2014,Q1,"2014, Q1"
90034,10,2010,Q1,"2010, Q1"
90016,12,2012,Q3,"2012, Q3"
90032,8,2008,Q2,"2008, Q2"
90016,0,2000,Q1,"2000, Q1"
90745,19,2019,Q2,"2019, Q2"
90011,16,2016,Q4,"2016, Q4"
90003,15,2015,Q3,"2015, Q3"
90058,16,2016,Q1,"2016, Q1"
91423,10,2010,Q2,"2010, Q2"
90021,14,2014,Q1,"2014, Q1"
91325,15,2015,Q4,"2015, Q4"
91306,19,2019,Q3,"2019, Q3"
90025,21,2021,Q1,"2021, Q1"
90501,21,2021,Q1,"2021, Q1"
90015,10,2010,Q3,"2010, Q3"
90018,17,2017,Q2,"2017, Q2"
91411,22,2022,Q2,"2022, Q2"
91403,18,2018,Q1,"2018, Q1"
90018,19,2019,Q3,"2019, Q3"
90017,21,2021,Q1,"2021, Q1"
90020,20,2020,Q1,"2020, Q1"
90041,12,2012,Q1,"2012, Q1"
90062,15,2015,Q2,"2015, Q2"
91331,22,2022,Q1,"2022, Q1"
91303,14,2014,Q1,"2014, Q1"
91344,11,2011,Q1,"2011, Q1"
90068,9,2009,Q2,"2009, Q2"
91331,73,1973,Q3,"1973, Q3"
90049,97,1997,Q1,"1997, Q1"
90058,16,2016,Q3,"2016, Q3"
91343,19,2019,Q2,"2019, Q2"
90066,16,2016,Q1,"2016, Q1"
90029,16,2016,Q1,"2016, Q1"
90007,16,2016,Q1,"2016, Q1"
91402,19,2019,Q1,"2019, Q1"
90064,14,2014,Q4,"2014, Q4"
90026,14,2014,Q2,"2014, Q2"
91364,15,2015,Q2,"2015, Q2"
91304,22,2022,Q2,"2022, Q2"
90011,18,2018,Q1,"2018, Q1"
91325,21,2021,Q1,"2021, Q1"
91343,22,2022,Q1,"2022, Q1"
90014,15,2015,Q4,"2015, Q4"
91344,7,2007,Q1,"2007, Q1"
91601,17,2017,Q3,"2017, Q3"
91311,17,2017,Q1,"2017, Q1"
91754,10,2010,Q3,"2010, Q3"
90028,19,2019,Q2,"2019, Q2"
90019,20,2020,Q1,"2020, Q1"
90045,4,2004,Q1,"2004, Q1"
90036,17,2017,Q3,"2017, Q3"
91325,2,2002,Q1,"2002, Q1"
90006,20,2020,Q1,"2020, Q1"
90710,20,2020,Q4,"2020, Q4"
90068,17,2017,Q1,"2017, Q1"
91356,18,2018,Q3,"2018, Q3"
91405,16,2016,Q2,"2016, Q2"
90027,89,1989,Q2,"1989, Q2"
90024,22,2022,Q2,"2022, Q2"
90007,13,2013,Q1,"2013, Q1"
91011,9,2009,Q1,"2009, Q1"
90066,17,2017,Q3,"2017, Q3"
90031,22,2022,Q3,"2022, Q3"
91042,19,2019,Q2,"2019, Q2"
90017,19,2019,Q2,"2019, Q2"
91324,1,2001,Q2,"2001, Q2"
90045,10,2010,Q4,"2010, Q4"
90036,18,2018,Q2,"2018, Q2"
91384,15,2015,Q1,"2015, Q1"
90006,10,2010,Q3,"2010, Q3"
91344,20,2020,Q2,"2020, Q2"
90501,15,2015,Q2,"2015, Q2"
91335,4,2004,Q1,"2004, Q1"
90018,20,2020,Q4,"2020, Q4"
91401,19,2019,Q1,"2019, Q1"
90023,17,2017,Q2,"2017, Q2"
90021,98,1998,Q3,"1998, Q3"
91601,19,2019,Q3,"2019, Q3"
90002,21,2021,Q1,"2021, Q1"
90016,18,2018,Q4,"2018, Q4"
91344,22,2022,Q2,"2022, Q2"
90035,14,2014,Q1,"2014, Q1"
91367,10,2010,Q2,"2010, Q2"
90003,19,2019,Q1,"2019, Q1"
90026,17,2017,Q2,"2017, Q2"
90291,19,2019,Q2,"2019, Q2"
90023,19,2019,Q2,"2019, Q2"
90003,96,1996,Q3,"1996, Q3"
90005,19,2019,Q2,"2019, Q2"
91387,19,2019,Q1,"2019, Q1"
91367,18,2018,Q4,"2018, Q4"
90042,19,2019,Q2,"2019, Q2"
90044,19,2019,Q2,"2019, Q2"
90069,15,2015,Q1,"2015, Q1"
90401,16,2016,Q4,"2016, Q4"
90011,15,2015,Q1,"2015, Q1"
91301,21,2021,Q4,"2021, Q4"
90018,17,2017,Q1,"2017, Q1"
91335,12,2012,Q2,"2012, Q2"
91343,12,2012,Q1,"2012, Q1"
90035,0,2000,Q1,"2000, Q1"
90015,21,2021,Q2,"2021, Q2"
91402,21,2021,Q1,"2021, Q1"
91325,19,2019,Q2,"2019, Q2"
90004,97,1997,Q2,"1997, Q2"
91324,19,2019,Q2,"2019, Q2"
91606,17,2017,Q3,"2017, Q3"
90063,22,2022,Q3,"2022, Q3"
90061,8,2008,Q2,"2008, Q2"
90301,19,2019,Q2,"2019, Q2"
91367,20,2020,Q4,"2020, Q4"
90004,21,2021,Q1,"2021, Q1"
91364,21,2021,Q1,"2021, Q1"
91724,16,2016,Q3,"2016, Q3"
91303,91,1991,Q3,"1991, Q3"
91344,16,2016,Q4,"2016, Q4"
90301,16,2016,Q4,"2016, Q4"
91606,15,2015,Q4,"2015, Q4"
90029,8,2008,Q2,"2008, Q2"
91331,22,2022,Q3,"2022, Q3"
91801,16,2016,Q3,"2016, Q3"
90013,21,2021,Q1,"2021, Q1"
90241,18,2018,Q3,"2018, Q3"
91605,20,2020,Q1,"2020, Q1"
90027,14,2014,Q3,"2014, Q3"
90015,19,2019,Q1,"2019, Q1"
90012,13,2013,Q2,"2013, Q2"
90006,90,1990,Q4,"1990, Q4"
90011,17,2017,Q1,"2017, Q1"
90064,15,2015,Q4,"2015, Q4"
91367,19,2019,Q2,"2019, Q2"
90018,14,2014,Q4,"2014, Q4"
90001,22,2022,Q2,"2022, Q2"
90731,17,2017,Q1,"2017, Q1"
91362,17,2017,Q1,"2017, Q1"
90048,16,2016,Q4,"2016, Q4"
91604,22,2022,Q2,"2022, Q2"
90066,5,2005,Q1,"2005, Q1"
90002,19,2019,Q2,"2019, Q2"
90039,19,2019,Q3,"2019, Q3"
91406,4,2004,Q3,"2004, Q3"
90041,8,2008,Q2,"2008, Q2"
90806,20,2020,Q2,"2020, Q2"
90262,15,2015,Q1,"2015, Q1"
90016,16,2016,Q2,"2016, Q2"
91401,22,2022,Q1,"2022, Q1"
91205,13,2013,Q2,"2013, Q2"
90023,19,2019,Q3,"2019, Q3"
91405,9,2009,Q2,"2009, Q2"
90026,21,2021,Q3,"2021, Q3"
90291,21,2021,Q4,"2021, Q4"
91505,13,2013,Q3,"2013, Q3"
91367,14,2014,Q1,"2014, Q1"
91306,19,2019,Q3,"2019, Q3"
91506,16,2016,Q2,"2016, Q2"
90015,97,1997,Q4,"1997, Q4"
90035,21,2021,Q3,"2021, Q3"
90024,0,2000,Q1,"2000, Q1"
90045,15,2015,Q2,"2015, Q2"
91303,9,2009,Q1,"2009, Q1"
90021,16,2016,Q4,"2016, Q4"
90015,12,2012,Q1,"2012, Q1"
91384,16,2016,Q4,"2016, Q4"
90292,12,2012,Q1,"2012, Q1"
90011,16,2016,Q3,"2016, Q3"
91040,22,2022,Q1,"2022, Q1"
91605,19,2019,Q1,"2019, Q1"
91423,11,2011,Q3,"2011, Q3"
90034,13,2013,Q1,"2013, Q1"
90008,10,2010,Q3,"2010, Q3"
91605,14,2014,Q4,"2014, Q4"
90021,93,1993,Q3,"1993, Q3"
90031,19,2019,Q1,"2019, Q1"
90039,14,2014,Q2,"2014, Q2"
90034,22,2022,Q2,"2022, Q2"
90064,14,2014,Q3,"2014, Q3"
91423,98,1998,Q3,"1998, Q3"
91601,7,2007,Q2,"2007, Q2"
90065,19,2019,Q3,"2019, Q3"
90221,19,2019,Q2,"2019, Q2"
90046,17,2017,Q1,"2017, Q1"
91205,20,2020,Q3,"2020, Q3"
90067,82,1982,Q4,"1982, Q4"
90029,19,2019,Q2,"2019, Q2"
90015,18,2018,Q2,"2018, Q2"
91343,19,2019,Q2,"2019, Q2"
90013,13,2013,Q4,"2013, Q4"
90248,12,2012,Q2,"2012, Q2"
90015,12,2012,Q1,"2012, Q1"
93550,13,2013,Q1,"2013, Q1"
90045,19,2019,Q1,"2019, Q1"
90731,96,1996,Q4,"1996, Q4"
91324,13,2013,Q2,"2013, Q2"
90039,18,2018,Q1,"2018, Q1"
90640,16,2016,Q3,"2016, Q3"
90046,99,1999,Q4,"1999, Q4"
90011,0,2000,Q1,"2000, Q1"
90023,15,2015,Q1,"2015, Q1"
90006,20,2020,Q4,"2020, Q4"
90017,17,2017,Q3,"2017, Q3"
90006,20,2020,Q1,"2020, Q1"
91502,20,2020,Q3,"2020, Q3"
91301,92,1992,Q2,"1992, Q2"
90605,19,2019,Q2,"2019, Q2"
91601,19,2019,Q1,"2019, Q1"
91403,22,2022,Q3,"2022, Q3"
90272,90,1990,Q1,"1990, Q1"
90805,20,2020,Q3,"2020, Q3"
90018,14,2014,Q4,"2014, Q4"
90011,18,2018,Q2,"2018, Q2"
90012,0,2000,Q1,"2000, Q1"
91606,10,2010,Q1,"2010, Q1"
91406,19,2019,Q2,"2019, Q2"
90015,19,2019,Q2,"2019, Q2"
91203,18,2018,Q4,"2018, Q4"
90029,19,2019,Q2,"2019, Q2"
90012,15,2015,Q3,"2015, Q3"
90058,83,1983,Q1,"1983, Q1"
91201,8,2008,Q4,"2008, Q4"
90744,19,2019,Q2,"2019, Q2"
90019,19,2019,Q2,"2019, Q2"
91724,16,2016,Q1,"2016, Q1"
91801,18,2018,Q3,"2018, Q3"
91601,22,2022,Q3,"2022, Q3"
90031,8,2008,Q3,"2008, Q3"
90018,3,2003,Q1,"2003, Q1"
90061,16,2016,Q2,"2016, Q2"
91436,22,2022,Q2,"2022, Q2"
90028,19,2019,Q3,"2019, Q3"
90027,12,2012,Q1,"2012, Q1"
90066,97,1997,Q3,"1997, Q3"
90047,11,2011,Q2,"2011, Q2"
90046,14,2014,Q4,"2014, Q4"
90063,21,2021,Q2,"2021, Q2"
91607,21,2021,Q2,"2021, Q2"
90036,16,2016,Q2,"2016, Q2"
91405,88,1988,Q1,"1988, Q1"
90049,19,2019,Q3,"2019, Q3"
90262,20,2020,Q1,"2020, Q1"
90028,10,2010,Q1,"2010, Q1"
90039,19,2019,Q1,"2019, Q1"
91367,81,1981,Q4,"1981, Q4"
91352,19,2019,Q2,"2019, Q2"
90020,21,2021,Q3,"2021, Q3"
91354,11,2011,Q1,"2011, Q1"
91306,19,2019,Q2,"2019, Q2"
90038,72,1972,Q4,"1972, Q4"
90037,20,2020,Q2,"2020, Q2"
91606,20,2020,Q1,"2020, Q1"
90731,2,2002,Q2,"2002, Q2"
90248,1,2001,Q1,"2001, Q1"
90065,8,2008,Q3,"2008, Q3"
91606,1,2001,Q1,"2001, Q1"
91342,11,2011,Q1,"2011, Q1"
90039,19,2019,Q1,"2019, Q1"
91335,4,2004,Q3,"2004, Q3"
90021,19,2019,Q2,"2019, Q2"
90501,22,2022,Q2,"2022, Q2"
91364,22,2022,Q3,"2022, Q3"
91306,22,2022,Q1,"2022, Q1"
90065,14,2014,Q4,"2014, Q4"
91304,22,2022,Q2,"2022, Q2"
91331,5,2005,Q1,"2005, Q1"
91601,97,1997,Q2,"1997, Q2"
91405,22,2022,Q3,"2022, Q3"
90016,5,2005,Q1,"2005, Q1"
90003,16,2016,Q3,"2016, Q3"
90405,15,2015,Q3,"2015, Q3"
90250,4,2004,Q1,"2004, Q1"
91405,19,2019,Q3,"2019, Q3"
90010,6,2006,Q3,"2006, Q3"
91303,15,2015,Q1,"2015, Q1"
90274,20,2020,Q2,"2020, Q2"
91401,13,2013,Q2,"2013, Q2"
90044,9,2009,Q1,"2009, Q1"
91344,20,2020,Q4,"2020, Q4"
90063,99,1999,Q3,"1999, Q3"
90067,86,1986,Q1,"1986, Q1"
91367,16,2016,Q3,"2016, Q3"
91364,19,2019,Q2,"2019, Q2"
90211,15,2015,Q4,"2015, Q4"
90291,9,2009,Q1,"2009, Q1"
91324,11,2011,Q1,"2011, Q1"
91605,22,2022,Q2,"2022, Q2"
90021,22,2022,Q2,"2022, Q2"
91601,17,2017,Q3,"2017, Q3"
90014,9,2009,Q4,"2009, Q4"
90042,4,2004,Q1,"2004, Q1"
91401,19,2019,Q2,"2019, Q2"
91201,15,2015,Q3,"2015, Q3"
91724,7,2007,Q4,"2007, Q4"
91356,97,1997,Q3,"1997, Q3"
90026,19,2019,Q1,"2019, Q1"
91364,10,2010,Q4,"2010, Q4"
91302,20,2020,Q2,"2020, Q2"
91042,17,2017,Q2,"2017, Q2"
91335,14,2014,Q1,"2014, Q1"
90277,17,2017,Q1,"2017, Q1"
91602,7,2007,Q1,"2007, Q1"
90019,15,2015,Q1,"2015, Q1"
90023,19,2019,Q3,"2019, Q3"
91364,19,2019,Q3,"2019, Q3"
91607,19,2019,Q1,"2019, Q1"
91354,7,2007,Q3,"2007, Q3"
91403,13,2013,Q1,"2013, Q1"
90028,93,1993,Q1,"1993, Q1"
91423,22,2022,Q2,"2022, Q2"
90049,7,2007,Q2,"2007, Q2"
91403,22,2022,Q2,"2022, Q2"
90005,19,2019,Q2,"2019, Q2"
91402,22,2022,Q2,"2022, Q2"
90027,2,2002,Q3,"2002, Q3"
91773,19,2019,Q2,"2019, Q2"
90278,4,2004,Q1,"2004, Q1"
90015,1,2001,Q4,"2001, Q4"
91331,15,2015,Q1,"2015, Q1"
91214,20,2020,Q1,"2020, Q1"
90033,21,2021,Q1,"2021, Q1"
90305,17,2017,Q3,"2017, Q3"
90045,15,2015,Q1,"2015, Q1"
91010,9,2009,Q4,"2009, Q4"
91364,15,2015,Q3,"2015, Q3"
90032,10,2010,Q2,"2010, Q2"
91406,9,2009,Q3,"2009, Q3"
90012,19,2019,Q3,"2019, Q3"
91367,1,2001,Q1,"2001, Q1"
90291,80,1980,Q1,"1980, Q1"
90011,19,2019,Q2,"2019, Q2"
91605,19,2019,Q2,"2019, Q2"
90744,21,2021,Q3,"2021, Q3"
90027,9,2009,Q1,"2009, Q1"
90014,19,2019,Q3,"2019, Q3"
90017,20,2020,Q3,"2020, Q3"
90048,22,2022,Q3,"2022, Q3"
91326,18,2018,Q3,"2018, Q3"
90010,19,2019,Q3,"2019, Q3"
90293,5,2005,Q2,"2005, Q2"
91403,13,2013,Q1,"2013, Q1"
90001,16,2016,Q3,"2016, Q3"
91324,16,2016,Q4,"2016, Q4"
91607,9,2009,Q3,"2009, Q3"
90042,6,2006,Q1,"2006, Q1"
91607,19,2019,Q2,"2019, Q2"
90732,13,2013,Q2,"2013, Q2"
91342,19,2019,Q3,"2019, Q3"
90059,19,2019,Q3,"2019, Q3"
90011,19,2019,Q2,"2019, Q2"
90044,22,2022,Q2,"2022, Q2"
90023,22,2022,Q2,"2022, Q2"
90068,0,2000,Q2,"2000, Q2"
90044,12,2012,Q1,"2012, Q1"
91770,13,2013,Q4,"2013, Q4"
91706,86,1986,Q4,"1986, Q4"
90014,15,2015,Q1,"2015, Q1"
91423,19,2019,Q2,"2019, Q2"
91344,98,1998,Q1,"1998, Q1"
91605,19,2019,Q2,"2019, Q2"
90064,98,1998,Q1,"1998, Q1"
91607,1,2001,Q1,"2001, Q1"
90068,14,2014,Q4,"2014, Q4"
90027,19,2019,Q1,"2019, Q1"
90013,16,2016,Q2,"2016, Q2"
90008,15,2015,Q2,"2015, Q2"
91342,19,2019,Q1,"2019, Q1"
90003,16,2016,Q2,"2016, Q2"
90025,16,2016,Q1,"2016, Q1"
90024,19,2019,Q3,"2019, Q3"
90046,19,2019,Q2,"2019, Q2"
90062,22,2022,Q3,"2022, Q3"
91343,21,2021,Q1,"2021, Q1"
90292,84,1984,Q1,"1984, Q1"
91311,20,2020,Q1,"2020, Q1"
91601,22,2022,Q2,"2022, Q2"
90025,80,1980,Q1,"1980, Q1"
90035,20,2020,Q1,"2020, Q1"
91402,22,2022,Q2,"2022, Q2"
91331,1,2001,Q1,"2001, Q1"
90712,16,2016,Q2,"2016, Q2"
90277,21,2021,Q3,"2021, Q3"
90021,15,2015,Q1,"2015, Q1"
93535,18,2018,Q1,"2018, Q1"
91744,20,2020,Q1,"2020, Q1"
90019,21,2021,Q3,"2021, Q3"
91331,12,2012,Q1,"2012, Q1"
91367,16,2016,Q1,"2016, Q1"
91367,20,2020,Q2,"2020, Q2"
90062,22,2022,Q1,"2022, Q1"
91423,18,2018,Q4,"2018, Q4"
91501,15,2015,Q1,"2015, Q1"
91303,19,2019,Q1,"2019, Q1"
90006,10,2010,Q1,"2010, Q1"
90045,10,2010,Q2,"2010, Q2"
91304,8,2008,Q3,"2008, Q3"
91406,14,2014,Q3,"2014, Q3"
91214,15,2015,Q1,"2015, Q1"
90048,19,2019,Q1,"2019, Q1"
90026,14,2014,Q4,"2014, Q4"
91204,7,2007,Q1,"2007, Q1"
90731,21,2021,Q3,"2021, Q3"
90016,19,2019,Q2,"2019, Q2"
93535,20,2020,Q4,"2020, Q4"
91324,96,1996,Q3,"1996, Q3"
90069,15,2015,Q1,"2015, Q1"
91405,14,2014,Q1,"2014, Q1"
90046,20,2020,Q4,"2020, Q4"
90731,1,2001,Q1,"2001, Q1"
90047,92,1992,Q1,"1992, Q1"
91406,19,2019,Q2,"2019, Q2"
90025,19,2019,Q3,"2019, Q3"
90046,19,2019,Q3,"2019, Q3"
91344,19,2019,Q2,"2019, Q2"
90026,19,2019,Q2,"2019, Q2"
90032,20,2020,Q2,"2020, Q2"
90042,15,2015,Q4,"2015, Q4"
91343,98,1998,Q1,"1998, Q1"
90034,21,2021,Q2,"2021, Q2"
91107,22,2022,Q3,"2022, Q3"
90065,19,2019,Q3,"2019, Q3"
90005,20,2020,Q4,"2020, Q4"
91367,12,2012,Q1,"2012, Q1"
90014,15,2015,Q1,"2015, Q1"
90016,14,2014,Q3,"2014, Q3"
90020,15,2015,Q2,"2015, Q2"
91605,63,1963,Q1,"1963, Q1"
91504,84,1984,Q1,"1984, Q1"
90003,19,2019,Q2,"2019, Q2"
91351,22,2022,Q2,"2022, Q2"
90606,21,2021,Q3,"2021, Q3"
91405,84,1984,Q4,"1984, Q4"
90008,16,2016,Q2,"2016, Q2"
90021,16,2016,Q1,"2016, Q1"
91406,22,2022,Q3,"2022, Q3"
91325,15,2015,Q4,"2015, Q4"
91423,14,2014,Q3,"2014, Q3"
91040,13,2013,Q1,"2013, Q1"
91406,18,2018,Q1,"2018, Q1"
90045,22,2022,Q3,"2022, Q3"
91367,12,2012,Q4,"2012, Q4"
91604,1,2001,Q1,"2001, Q1"
90057,22,2022,Q2,"2022, Q2"
90011,15,2015,Q3,"2015, Q3"
90064,13,2013,Q1,"2013, Q1"
91304,97,1997,Q2,"1997, Q2"
91335,21,2021,Q2,"2021, Q2"
90043,12,2012,Q1,"2012, Q1"
91423,19,2019,Q2,"2019, Q2"
90032,18,2018,Q3,"2018, Q3"
90031,19,2019,Q2,"2019, Q2"
91352,15,2015,Q3,"2015, Q3"
90019,19,2019,Q2,"2019, Q2"
90045,19,2019,Q2,"2019, Q2"
90044,21,2021,Q4,"2021, Q4"
90814,10,2010,Q2,"2010, Q2"
90036,7,2007,Q2,"2007, Q2"
91304,8,2008,Q1,"2008, Q1"
91724,11,2011,Q4,"2011, Q4"
90027,12,2012,Q1,"2012, Q1"
90034,19,2019,Q3,"2019, Q3"
90059,21,2021,Q3,"2021, Q3"
90027,17,2017,Q1,"2017, Q1"
91202,1,2001,Q2,"2001, Q2"
90066,19,2019,Q3,"2019, Q3"
91352,22,2022,Q2,"2022, Q2"
90241,12,2012,Q4,"2012, Q4"
90058,20,2020,Q1,"2020, Q1"
91301,12,2012,Q1,"2012, Q1"
90027,10,2010,Q2,"2010, Q2"
91304,16,2016,Q2,"2016, Q2"
91606,12,2012,Q1,"2012, Q1"
90044,15,2015,Q3,"2015, Q3"
90045,15,2015,Q4,"2015, Q4"
90026,15,2015,Q3,"2015, Q3"
91342,18,2018,Q4,"2018, Q4"
90301,15,2015,Q1,"2015, Q1"
90028,19,2019,Q3,"2019, Q3"
