,alias,lat,long
23716,['Barbers'],34.0369720458984,-118.441230773926
23717,['Barbers'],34.0194092,-118.2002792
23718,['Barbers'],33.9740867614746,-118.24983215332
23719,['Barbers'],33.9748649,-118.2444999
23720,['Barbers'],34.0194106,-118.2002823
23721,['Barbers'],33.96411267585825,-118.2736975347369
23722,['Barbers'],33.9741834,-118.2478149
23723,"['Barbers', 'Cosmetology Schools']",33.9921417236328,-118.291145324707
23724,['Barbers'],33.99685,-118.24806
23725,['Barbers'],34.07476,-118.21527
23726,['Barbers'],34.0652923583984,-118.435012817383
23727,['Barbers'],33.96878,-118.30933
23728,['Barbers'],33.9747276306152,-118.328170776367
23729,['Barbers'],33.9746148884296,-118.308102339506
23730,['Barbers'],33.9811553955078,-118.292709350586
23731,['Barbers'],34.11369,-118.23607
23732,"['Barbers', 'Toy Stores']",33.9946,-118.2325
23733,['Barbers'],33.98916,-118.34055
23734,['Barbers'],34.0534,-118.24006
23735,['Barbers'],34.0887553287502,-118.344435207546
23736,['Barbers'],33.9959599,-118.26495
23737,['Barbers'],34.0037741,-118.2555796
23738,['Barbers'],33.97999,-118.30862
23739,['Barbers'],34.05547,-118.22415
23740,"['Photography Stores & Services', 'Barbers']",34.04761,-118.28452
23741,['Barbers'],34.0079345703125,-118.256736755371
23742,['Barbers'],34.0061149597168,-118.334701538086
23743,['Barbers'],34.00499,-118.33307
23744,['Barbers'],34.00499,-118.33307
23745,['Barbers'],34.0978651,-118.3487998
23746,['Barbers'],34.0491588,-118.357775
23747,['Barbers'],33.97882288915608,-118.21402180336179
23748,['Barbers'],34.0525536,-118.2862777
23749,['Barbers'],34.06101,-118.41492
23750,['Barbers'],34.06101,-118.41492
23751,['Barbers'],34.0583572387695,-118.414337158203
23752,['Barbers'],34.0039,-118.32309
23753,['Barbers'],34.00621,-118.33209
23754,['Barbers'],33.99287,-118.3000751
23755,['Barbers'],33.9749717712402,-118.268356323242
23756,['Barbers'],34.04659,-118.20653
23757,['Barbers'],33.9668984,-118.3543191
23758,"[""Men's Hair Salons"", 'Barbers']",33.9606171,-118.3531952
23759,['Barbers'],33.98138,-118.22041
23760,['Barbers'],34.14638,-118.2540807
23761,['Barbers'],33.9736289978027,-118.249893188477
23762,['Barbers'],34.084812,-118.384707
23763,['Barbers'],34.0425605773926,-118.208061218262
23764,['Barbers'],34.0487969,-118.2517828
23765,['Barbers'],34.06759899208191,-118.39552356512897
23766,['Barbers'],33.9643593,-118.2255402
23767,['Barbers'],34.02158,-118.36765
23768,['Barbers'],33.9659301,-118.2222851
23769,['Barbers'],33.9769608959508,-118.131297491491
23770,['Barbers'],34.14195,-118.37529
23771,['Barbers'],33.9699939306,-118.2100774
23772,['Barbers'],33.97472404023827,-118.35551199440368
23773,['Barbers'],34.1461851,-118.251869
23774,['Barbers'],33.9647963,-118.2220685
23775,['Barbers'],34.094091,-118.3442349
23776,['Barbers'],33.98009,-118.20886
23777,['Barbers'],34.1410707682371,-118.387238234282
23778,['Barbers'],33.982074,-118.229994746117
23779,"['Barbers', 'Shoe Shine']",33.986405,-118.3950326
23780,['Barbers'],33.975675,-118.352268
23781,['Barbers'],34.1053949,-118.3167033
23782,['Barbers'],33.979852,-118.206601
23783,['Barbers'],33.97664,-118.373347
23784,['Barbers'],33.96094,-118.35234
23785,['Barbers'],34.1428288,-118.2420116
23786,['Barbers'],33.977265,-118.367827
23787,['Barbers'],33.959138,-118.326145
23788,['Barbers'],33.9722853899002,-118.225287795067
23789,['Barbers'],34.1504593,-118.4442596
23790,['Barbers'],34.0700217,-118.3988464
23791,['Barbers'],34.0700217,-118.3988464
23792,['Barbers'],34.066328,-118.3989582
23793,['Barbers'],34.0700424,-118.3988664
23794,['Barbers'],34.066328,-118.3989582
23795,['Barbers'],34.0623549,-118.399355
23796,['Barbers'],34.0783413,-118.3841527
23797,['Barbers'],34.0783413,-118.3841527
23798,['Barbers'],34.16068412589686,-118.21351654511415
23799,['Barbers'],33.9622353310419,-118.421003222466
23800,['Barbers'],34.0671849,-118.3964712
23801,['Barbers'],34.1634846,-118.3119015
23802,['Barbers'],33.9768943786621,-118.220710754395
23803,['Barbers'],33.99304,-118.34022
23804,['Barbers'],34.06763,-118.40354
23805,['Barbers'],34.070353,-118.4025841
23806,['Barbers'],34.06763,-118.403541
23807,['Barbers'],34.1580213,-118.4053849
23808,['Barbers'],34.15198,-118.23691
23809,['Barbers'],34.1580491,-118.4223751
23810,"['Italian', 'Cocktail Bars', 'Pizza']",34.03402,-118.22919
23811,['Pizza'],34.083107,-118.338883
23812,"['Pizza', 'Italian']",34.0910099739038,-118.297762911045
23814,['Pizza'],34.077585,-118.259599
23815,"['Italian', 'Pizza', 'Cocktail Bars']",34.0833366755519,-118.31393718099
23816,"['Italian', 'Wine Bars', 'Pizza']",34.07642,-118.34909
23817,"['Vegetarian', 'Pizza', 'Pasta Shops']",34.07033323610607,-118.2921764
23819,"['Pizza', 'Southern', 'American (New)']",34.009861,-118.3390427
23820,"['Pizza', 'Italian']",34.0548249,-118.3832633
23822,"['Italian', 'Pizza', 'Pasta Shops']",34.0762749,-118.3571066
23823,"['Pizza', 'Cocktail Bars', 'American (New)']",34.0838245114268,-118.349283778822
23824,"['Italian', 'Wine Bars', 'Pizza']",34.10906,-118.3697
23825,"['Pizza', 'Italian']",34.068913,-118.301872
23826,"['Pizza', 'Italian', 'Wine Bars']",34.08292,-118.27289
23828,"['Pizza', 'Salad', 'Italian']",34.06188,-118.34278
23829,"['Italian', 'Pizza', 'Comfort Food']",34.07023587781643,-118.36004480219596
23830,"['Pizza', 'Salad', 'Chicken Wings']",34.08387,-118.35253
23831,"['Italian', 'Pizza', 'Salad']",34.0519288866392,-118.384493526285
23832,"['Italian', 'Pizza']",34.1184299,-118.25971
23833,"['Pizza', 'Sports Bars', 'Cocktail Bars']",34.07478,-118.34437
23834,"['Italian', 'Pizza']",34.07211,-118.367363
23835,"['Italian', 'Pizza']",34.10481,-118.291447
23836,"['Pizza', 'Salad']",34.07395,-118.32395576709028
23837,['Pizza'],34.06577,-118.30847
23839,['Pizza'],34.07242,-118.30931
23840,"['Pizza', 'Italian', 'Chicken Wings']",34.051521,-118.280395
23841,['Pizza'],34.04603290456726,-118.2355267
23842,"['Pizza', 'Sports Bars']",34.10092943653981,-118.32927434109114
23843,['Pizza'],34.07282604160247,-118.35857400987662
23844,['Pizza'],34.03443366261439,-118.24150574343636
23846,"['Pizza', 'Chicken Wings', 'Salad']",34.08391,-118.35962
23847,['Pizza'],34.06877916126237,-118.3055661
23848,"['Pizza', 'Italian', 'Venues & Event Spaces']",34.0824367141244,-118.3442631048477
23849,"['Salad', 'Pizza', 'Chicken Wings']",34.04749,-118.32035
23850,"['Pizza', 'Italian']",34.0618640680724,-118.339277663405
23851,"['Pizza', 'Wine Bars']",34.04502,-118.23749
23852,"['Pizza', 'Italian', 'Gluten-Free']",34.0427959,-118.2605143
23853,"['Italian', 'Wine Bars', 'Pizza']",34.10851,-118.26806
23855,"['Pizza', 'Chicken Wings', 'Italian']",34.068567,-118.309605
23856,"['Pizza', 'Salad', 'Wine Bars']",34.066669,-118.260819
23857,"['Italian', 'Caterers', 'Pizza']",34.07567,-118.32328
23858,"['Pizza', 'Vegan']",34.10211,-118.29962
23859,"['Italian', 'Pizza', 'Cocktail Bars']",34.0908449,-118.34645
23862,"['Pizza', 'Italian', 'Specialty Food']",34.08344,-118.35048
23863,['Pizza'],34.032695,-118.36088
23864,"['Pizza', 'Chicken Wings', 'American (New)']",34.1046749,-118.2584982
23866,"['Pizza', 'Cocktail Bars', 'Sports Bars']",34.07349688514534,-118.3747969
23869,['Pizza'],34.07951,-118.36128
23870,"['American (New)', 'Italian', 'Pizza']",34.0255407029642,-118.412643982327
23871,['Pizza'],34.08394517,-118.363314
23872,"['Italian', 'Pizza']",34.0974730226808,-118.364315223279
23873,"['Pizza', 'Chicken Wings', 'Sports Bars']",34.04479886685899,-118.20396461165667
23874,"['Pizza', 'Gluten-Free', 'Chicken Wings']",34.09059168912988,-118.3495622
23875,"['Pizza', 'Vegan', 'Gluten-Free']",34.034836,-118.231605
23878,['Pizza'],34.079714563241026,-118.38456692691946
23879,"['Pizza', 'Salad', 'Desserts']",33.97715,-118.33043
23880,"['Pizza', 'Bars', 'Vegan']",34.0988267,-118.3270184
23881,"['Pizza', 'Italian']",34.139248,-118.202764
23882,"['Italian', 'Pizza', 'Cocktail Bars']",34.03646122600446,-118.44281634341189
23883,['Pizza'],34.03959,-118.3091249
23884,"['Italian', 'Pizza', 'Pasta Shops']",34.1548299,-118.34559
23885,"['Pizza', 'Kosher']",34.0546937,-118.3819634
23888,['Pizza'],34.0308988,-118.3788894
23889,"['Cocktail Bars', 'Pizza', 'Dance Clubs']",34.06939,-118.29188
23890,"['Pizza', 'Vegan', 'Pasta Shops']",34.1053,-118.259328
23892,"['Pizza', 'Chicken Wings', 'Salad']",34.09399134005182,-118.3273372
23893,"['Pizza', 'Food Trucks']",34.109335,-118.287057
23895,"['Pizza', 'Salad']",34.0438886,-118.251571
23896,"['Italian', 'Pasta Shops', 'Pizza']",34.08021086568791,-118.25543941257985
23897,['Pizza'],34.0505882447532,-118.249120977061
23899,"['Pizza', 'Italian']",34.04732,-118.26043
23902,"['Pizza', 'Patisserie/Cake Shop']",34.07572,-118.25436
23903,"['Pizza', 'Italian']",34.04862,-118.35714
23904,"['Italian', 'Bars', 'Pizza']",34.101261138916,-118.335983276367
23905,"['Italian', 'Pizza']",34.0762749,-118.3555375
23907,"['Pizza', 'Bars']",34.04676,-118.25099
23908,"['Vegan', 'Pizza', 'Mediterranean']",34.1564,-118.43103
23909,"['Gastropubs', 'Beer Bar', 'Pizza']",34.158146864796,-118.249086524857
23910,['Pizza'],34.05319,-118.25252
23912,"['Pizza', 'Italian', 'Salad']",34.02469634181463,-118.41104162605608
23913,"['Pizza', 'Italian']",34.0642861,-118.3763533
23914,"['Vegan', 'Italian', 'Pizza']",34.01917739540666,-118.42172885074994
23915,"['Italian', 'Wine Bars', 'Pizza']",34.13904926523526,-118.21012522331345
23916,"['Italian', 'Pizza']",33.97369,-118.4221
23917,"['Pizza', 'Bars']",34.1211520277024,-118.204607781291
23918,"['Italian', 'Pizza']",34.068109,-118.408288
23919,['Pizza'],34.09075705104939,-118.3916479
23920,"['Italian', 'Pizza', 'Bars']",34.1501605,-118.4134415
23921,"['Pizza', 'Food Stands']",34.080274,-118.269836
23923,"['Italian', 'Pizza', 'Bars']",34.031938,-118.37636
23924,"['Pizza', 'Italian', 'Pasta Shops']",34.078532,-118.2604251
23925,"['Pizza', 'Chicken Wings', 'Italian']",34.04833,-118.23951
23926,"['Pizza', 'Salad', 'Chicken Wings']",34.10588071190593,-118.3184573
23927,"['Pizza', 'Vegan']",34.08359359863573,-118.3641944
23928,['Pizza'],34.1075299,-118.20376
23929,"['Pizza', 'Salad', 'Italian']",34.052793967671924,-118.25121562088636
23932,['Pizza'],33.988059,-118.3661
23933,"['Pizza', 'Italian']",34.047901,-118.3254279
23934,"['Food Trucks', 'Pizza', 'Caterers']",34.0477275,-118.3485724
23935,"['Pizza', 'Middle Eastern', 'Scandinavian']",34.0104141235352,-118.410858154297
23937,"['Italian', 'Pizza', 'Wine Bars']",34.0538862751801,-118.250720304946
23938,"['Pizza', 'Salad', 'Chicken Wings']",34.11655,-118.26295
23939,"['Pizza', 'Salad', 'Comfort Food']",34.1184800571439,-118.260909877717
23940,"['Pizza', 'Caterers', 'Food Trucks']",34.114512,-118.182215
23941,"['Pizza', 'Italian', 'Chicken Wings']",34.07344,-118.37931
23943,"['Pizza', 'Mediterranean', 'Salad']",34.0467299,-118.43375
23946,"['Pizza', 'Georgian']",34.083656,-118.341961
23947,['Pizza'],34.0399772,-118.4380223
23948,"['Pizza', 'Sicilian']",34.101902,-118.318308
23950,"['Pizza', 'Vegan', 'Gluten-Free']",34.142932447635495,-118.23673196114953
23951,"['Pizza', 'Caterers']",34.056321,-118.3644849
23952,['Pizza'],34.077682,-118.2598712
23953,"['Pizza', 'Buffets']",34.0491759374971,-118.21235112501552
23954,"['Pizza', 'Delis', 'Salad']",34.103219,-118.237182
23955,"['Pizza', 'Buffets']",34.0977018016631,-118.302928358316
23957,"['Pizza', 'Italian']",34.09079,-118.38476
23958,"['Pizza', 'Italian']",34.13789663577114,-118.2509920256842
23959,"['Italian', 'Pizza']",34.1346598492089,-118.361075695794
23960,['Pizza'],34.04837018842826,-118.24810130185242
23962,"['Pizza', 'Gluten-Free', 'Vegetarian']",34.039828790170674,-118.2987982848036
23963,['Pizza'],34.0836502174891,-118.344985109926
23964,['Pizza'],34.0767373382795,-118.300169648551
23966,['Pizza'],34.15828,-118.39615
23967,"['Italian', 'Pizza']",34.1503167,-118.2580848
23968,"['Italian', 'Pizza']",34.08319,-118.33908
23969,"['Pizza', 'Salad', 'Chicken Wings']",34.0633623764201,-118.399212433729
23970,['Pizza'],34.10539,-118.32492
23971,"['Pizza', 'Vegetarian', 'Kosher']",34.07027,-118.36171
23972,['Pizza'],34.035376382924746,-118.25270765599942
23973,"['Pizza', 'Beverage Store', 'Salad']",34.039691,-118.298713
23974,['Pizza'],34.10145,-118.32792
23975,"['Pizza', 'Vegan', 'Italian']",34.090495,-118.3696017
23976,"['Pizza', 'Cafes', 'Italian']",34.012375,-118.338749
23977,"['Pizza', 'Wine Bars', 'Italian']",34.0893533,-118.2764842
23982,"['Brazilian', 'Pizza']",34.038288,-118.4319864
23983,"['Pizza', 'Italian']",34.149226,-118.440793
23985,"['Pizza', 'Gluten-Free']",34.08222,-118.30948
23986,['Pizza'],34.039726,-118.2987956
23987,['Pizza'],34.06254,-118.24716
23988,"['Pizza', 'Mediterranean', 'Italian']",34.10151,-118.30195
23989,"['Pizza', 'Italian']",34.1013469,-118.3312799
23990,"['Bagels', 'Pizza', 'Cafes']",34.12257,-118.21168
23993,['Pizza'],34.024858,-118.394843
23994,"['Pizza', 'Italian']",34.04898,-118.3582
23995,"['Italian', 'Pizza']",34.1424560546875,-118.230560302734
23996,"['Pizza', 'Chicken Wings']",34.1151448,-118.2459233
23997,"['Pizza', 'Italian', 'Bars']",34.15023,-118.36545
23999,"['Italian', 'Pizza', 'Caterers']",34.041194,-118.426917
24001,"['Italian', 'Pizza', 'Caterers']",34.147275,-118.424124
24003,"['Pizza', 'Mediterranean']",34.07292296972946,-118.37375626113456
24005,"['Pizza', 'Sports Bars']",33.9612884521484,-118.420928955078
24006,"['Pizza', 'Italian', 'Pasta Shops']",34.044462,-118.431728
24007,['Pizza'],34.0973462658407,-118.322577406525
24008,"['Pizza', 'American (New)', 'Salad']",34.049038,-118.260676
24009,['Pizza'],34.01478,-118.27883
24010,"['Italian', 'Pizza', 'Desserts']",33.9616082,-118.4209981
24011,"['Pizza', 'Vegan', 'Salad']",34.0852999,-118.38405
24013,"['Pizza', 'Italian', 'Gluten-Free']",34.14816,-118.43027
24015,"['Salad', 'Pizza', 'Chicken Wings']",34.0879624,-118.3796703
24016,['Pizza'],34.0821843,-118.3884238
24017,['Pizza'],34.004091,-118.421424
24018,"['Food Trucks', 'Pizza']",34.0624708095338,-118.358365834324
24022,"['Italian', 'Pizza', 'Sports Bars']",34.1426189,-118.4059177
24026,"['Pizza', 'Cocktail Bars', 'Desserts']",33.98622466636407,-118.44196924877176
24027,['Pizza'],34.064159,-118.283787
24029,['Pizza'],34.03977,-118.2987
24030,['Pizza'],34.1396525,-118.3793338
24031,['Pizza'],34.05472,-118.27681
24032,"['Pizza', 'Italian']",34.0494746564941,-118.375767695037
24033,"['Pizza', 'Salad', 'Pasta Shops']",33.961746,-118.4199115
24034,"['Pizza', 'Italian', 'Salad']",34.14003,-118.36957
24035,['Pizza'],34.0506440739497,-118.281150832772
24036,"['Pizza', 'American (Traditional)', 'Italian']",34.1574,-118.41465260174
24037,"['Pizza', 'Italian', 'Gluten-Free']",34.16223,-118.37265
24038,"['Pizza', 'Salad', 'Italian']",34.1466,-118.24958
24039,"['Pizza', 'Italian']",33.9918849278619,-118.4222561831
24042,"['Pizza', 'Salad', 'Chicken Wings']",34.0631777,-118.398807
24045,"['Latin American', 'Brazilian', 'Pizza']",34.09200291848106,-118.37986272592545
24046,"['Pizza', 'Gluten-Free']",34.10701,-118.28717
24047,"['Italian', 'Pizza']",34.1361610657884,-118.35460986207
24048,"['Pizza', 'Italian', 'Chicken Wings']",33.9600850707484,-118.375004384668
24050,"['Pizza', 'Salad']",34.1627,-118.37403
24053,"['Pizza', 'Italian']",34.1487122,-118.4313649
24056,"['Pizza', 'Italian', 'Pasta Shops']",34.1400728,-118.2337507
24057,"['Pizza', 'Buffets']",34.0577993820898,-118.363118469715
24060,"['Italian', 'Pizza']",34.024869,-118.278612
24061,"['Pizza', 'Italian']",34.02877,-118.4108
24062,['Pizza'],34.0472410619259,-118.247975260019
24063,"['Pizza', 'Desserts', 'Salad']",34.16009427774428,-118.2547625
24064,"['Pizza', 'Salad', 'Chicken Wings']",34.0822209,-118.309484
24065,"['Food Trucks', 'Pizza']",33.96699,-118.25206
24066,['Pizza'],34.027485,-118.387197
24067,"['Pizza', 'Italian']",34.01577,-118.33473
24068,['Pizza'],34.071832231691204,-118.35989340798494
24069,"['Pizza', 'Food Delivery Services']",34.140044,-118.369741
24071,"['Cocktail Bars', 'Italian', 'Pizza']",34.064105,-118.413363
24072,"['Pizza', 'Sports Bars', 'Italian']",34.02435,-118.39456
24073,['Pizza'],34.01871641938306,-118.3559238
24077,"['Pizza', 'Food Delivery Services', 'Italian']",34.08217,-118.30929
24078,"['Pizza', 'Chicken Wings', 'Italian']",34.05953,-118.23786
24079,"['Pizza', 'American (New)', 'Salad']",34.10279,-118.339309
24080,"['Pizza', 'Italian', 'Cocktail Bars']",34.15683347546,-118.370091770131
24083,['Pizza'],34.04854378168089,-118.38533457054955
24084,"['Pizza', 'Food Stands']",34.0509,-118.205513
24085,"['Beer Bar', 'Pizza', 'Chicken Wings']",34.0462477109922,-118.250943
24087,"['Pizza', 'Italian']",34.0232,-118.30923
24088,"['Pizza', 'Desserts', 'Wine Bars']",34.1483766,-118.4342543
24089,"['Pizza', 'Italian']",34.06927,-118.2934
24090,['Pizza'],34.14936437535946,-118.37919671597277
24093,"['Pizza', 'Italian', 'Salad']",34.09373,-118.37785
24095,"['Pizza', 'Salad', 'Chicken Wings']",34.02437,-118.39456
24096,"['Pizza', 'Salad', 'Chicken Wings']",34.0488191,-118.2606222
24097,"['Food Trucks', 'Pizza', 'Caterers']",34.1337367,-118.2468148
24099,"['Pizza', 'Salad', 'Italian']",34.05147,-118.25649
24100,['Pizza'],34.04574,-118.25155
24101,"['Pizza', 'Kosher']",34.0747871398926,-118.343696594238
24102,"['Pizza', 'Salad', 'Beer Bar']",33.9978621021445,-118.4217937638098
24103,['Pizza'],34.1431045532227,-118.392433166504
24104,"['Italian', 'Pizza']",34.0732619,-118.3768812
24105,"['Brewpubs', 'Pizza']",34.10174,-118.33395
24106,"['Chicken Wings', 'Pizza', 'Gluten-Free']",34.1410992172184,-118.375438025311
24107,['Pizza'],34.0793476093253,-118.37638102789805
24108,"['Music Venues', 'Lounges', 'Pizza']",34.08283,-118.27369
24109,['Pizza'],34.0402679443359,-118.309394836426
24110,"['Pizza', 'Buffets']",33.9741693,-118.2271238
24111,"['Pizza', 'Italian']",34.0634651184082,-118.398719787598
24113,"['Chicken Wings', 'Pizza', 'Italian']",34.0578749,-118.2952199
24114,['Pizza'],34.0909049896678,-118.322046138346
24115,['Pizza'],34.14593,-118.41285
24118,['Pizza'],34.144663,-118.254734
24119,"['Pizza', 'American (Traditional)']",34.05895,-118.41995
24120,"['Italian', 'Pizza']",34.0429,-118.42356
24121,"['American (New)', 'Breweries', 'Pizza']",33.98553169718856,-118.39527628691567
24123,"['Pizza', 'Italian']",33.98556,-118.42503
24126,['Pizza'],34.0398651,-118.2987174
24127,"['Pizza', 'Kosher']",34.0554049,-118.3941299
24129,"['Pizza', 'Salad', 'American (New)']",34.0647384,-118.3993623
24130,"['Food Trucks', 'Pizza']",34.0387725830078,-118.26114654541
24131,"['Pizza', 'Italian']",34.0704447,-118.4048058
24132,['Pizza'],34.10182872104759,-118.3364178
24134,['Pizza'],34.1014151,-118.339427
24135,"['Pizza', 'Salad', 'American (Traditional)']",34.012505,-118.3090549
24136,"['American (New)', 'Pizza']",33.9743309,-118.2863617
24137,['Pizza'],34.1492385822901,-118.255242266236
24138,"['Chicken Wings', 'Pizza']",33.975175,-118.223464
24139,['Pizza'],34.161112,-118.344162963331
24141,"['Pizza', 'Italian']",34.0700352,-118.4005309
24143,['Pizza'],34.004,-118.28448
24146,"['Belgian', 'Pizza']",34.1123848946893,-118.338532531681
24147,"['Pizza', 'Salad', 'Chicken Wings']",34.15211509040999,-118.3432051
24148,"['Pizza', 'American (Traditional)']",34.146954,-118.25543452
24149,"['Pizza', 'Italian', 'Salad']",34.060317,-118.442658
24151,['Pizza'],34.07935,-118.37617
24152,['Pizza'],33.9807549,-118.3303211
24154,"['Italian', 'Pizza']",34.0601566,-118.420833
24155,['Pizza'],34.10418,-118.33046
24156,['Pizza'],34.06561,-118.21568
24159,"['Pizza', 'Gay Bars', 'Sports Bars']",34.0844,-118.38415
24160,['Pizza'],34.04821,-118.25496
24161,['Pizza'],34.10136,-118.32983
24162,"['Pizza', 'Gluten-Free', 'Vegan']",33.97889299,-118.43792826
24164,['Pizza'],34.0398651,-118.2987174
24165,['Pizza'],34.072004,-118.360348
24167,['Pizza'],34.07935,-118.37617
24168,"['Italian', 'Pizza']",34.09767,-118.32581
24169,"['Pizza', 'Italian']",34.019854,-118.281085
24172,"['Pizza', 'American (New)', 'Salad']",34.14332,-118.400382
24173,['Pizza'],34.0115301,-118.3090549
24174,"['Pizza', 'American (New)', 'Salad']",34.0182821,-118.4069541
24176,['Pizza'],33.960672,-118.283277
24177,"['Pizza', 'Italian']",34.069008,-118.405871
24179,"['Italian', 'Pizza', 'Salad']",34.06927,-118.2934
24180,"['Pizza', 'Italian']",33.9746560084359,-118.429834094382
24182,"['Pizza', 'American (New)', 'Salad']",33.9778404,-118.437742
24184,['Pizza'],34.024422,-118.277733
24185,['Pizza'],34.0453930199146,-118.253711163998
24187,['Pizza'],34.095746,-118.372158
24189,"['Pizza', 'Italian']",34.151954,-118.236896
24190,['Pizza'],34.0314253,-118.30877333959101
24193,"['Pizza', 'Buffets']",34.132421384954,-118.252450012369
24194,['Pizza'],34.0398651,-118.2987174
24195,['Pizza'],34.0599599,-118.41982
24196,"['Salad', 'Pizza']",34.08217,-118.30929
24197,['Pizza'],34.04556,-118.25351
24200,"['Barbeque', 'Food Delivery Services', 'Pizza']",34.149228,-118.440775
24203,"['Pizza', 'Desserts', 'Salad']",33.9893249,-118.2196099
24204,['Pizza'],34.10129,-118.34288
24205,['Pizza'],34.10551,-118.33701
24207,['Pizza'],34.10201,-118.3325
24208,"['Pizza', 'Food Stands']",34.09937,-118.32414
24209,"['Pizza', 'Italian']",34.021481,-118.371615
24210,"['Pizza', 'Mexican']",34.0540580749512,-118.254608154297
24211,['Pizza'],34.03891,-118.24033
24212,"['Pizza', 'Food Trucks']",34.00455,-118.26009
24213,['Pizza'],34.139128,-118.200906
24215,['Pizza'],33.9758529663086,-118.26927947998
24216,"['Pizza', 'Italian', 'Salad']",33.9844079462455,-118.43948101703
24221,"['Pizza', 'Arcades', 'Kids Activities']",34.14138,-118.22585
24222,"['Pizza', 'Buffets']",33.9901,-118.39472
24226,['Pizza'],34.0578449,-118.2844123
24227,"['Pizza', 'Salad', 'Italian']",34.049041,-118.242173
24231,"['Pizza', 'Salad', 'Chicken Wings']",34.082281092471504,-118.3093072
24232,"['Pizza', 'Italian']",33.97305684386336,-118.2564594538133
24233,"['Italian', 'Food Trucks', 'Pizza']",34.1526571,-118.4542171
24239,['Pizza'],33.9599792,-118.222067
24240,['Pizza'],34.0983905,-118.3028695
24243,['Pizza'],33.96435,-118.204412037037
24245,['Pizza'],34.07935,-118.37617
24246,"['Pizza', 'Food Trucks']",34.028093276286604,-118.28489077067368
24247,"['Food Delivery Services', 'Pizza', 'Italian']",34.0908355712891,-118.294425964355
24256,['Pizza'],33.9603118,-118.3725684
24261,"['Salad', 'Pizza', 'Chicken Wings']",34.0483595,-118.2587597
24263,['Pizza'],34.15927,-118.267105
24264,['Pizza'],33.985886,-118.394664
24266,"['Pizza', 'Salad']",33.97853,-118.2497
24268,"['Food Delivery Services', 'Pizza']",34.039748,-118.298718
24271,['Pizza'],34.024263,-118.28471
24278,['Pizza'],34.13005,-118.25284
24279,['Pizza'],34.03426,-118.21623
24281,['Pizza'],33.960207,-118.31016
24284,"['Italian', 'Pizza']",34.090971,-118.337772
24286,['Pizza'],34.0398651,-118.2987174
24288,"['Chicken Wings', 'Pizza']",34.019531,-118.20993
24289,"['Pizza', 'Salad', 'Chicken Wings']",34.063509,-118.44415
24293,['Pizza'],33.960374,-118.308562
24295,['Pizza'],34.0658451,-118.21525
24296,"['Pizza', 'Food Delivery Services']",34.09431,-118.36154
24299,['Pizza'],34.1504949,-118.388615
24301,['Pizza'],33.9600682,-118.2633503
24303,"['Food Delivery Services', 'Pizza']",34.0655517578125,-118.346900939941
24304,['Pizza'],34.006955880617596,-118.24348056051683
24305,"['Coffee & Tea', 'Italian', 'Pizza']",34.04708,-118.29064
24306,['Pizza'],34.08777689415901,-118.2913834
24307,"['Food Delivery Services', 'Bagels', 'Pizza']",34.10201,-118.3325
24308,['Pizza'],34.04556,-118.25351
24309,['Pizza'],34.0043170533289,-118.242708742619
24310,"['Pizza', 'Cafes', 'Ice Cream & Frozen Yogurt']",33.986396,-118.26561
24313,['Pizza'],34.1425151,-118.2434456
24314,"['Pizza', 'Salad', 'Chicken Wings']",34.06356458955636,-118.444025
24315,['Pizza'],34.140316,-118.375624
24317,['Pizza'],34.03341752078982,-118.2522055
24319,"['Pizza', 'Chicken Wings', 'Italian']",34.15012189502349,-118.43154889886966
24321,"['Food Trucks', 'Pizza', 'Italian']",34.06211747214704,-118.31574660450138
24322,"['Food Delivery Services', 'Italian', 'Pizza']",34.05180748934392,-118.25105078234029
24323,"['Food Delivery Services', 'Pizza']",34.08217,-118.30929
24324,"['Italian', 'Pizza', 'Sports Bars']",33.9728317,-118.2149963
24327,['Pizza'],33.9808758,-118.2301651
24329,['Pizza'],33.97482,-118.22417
24330,"['Lounges', 'Cocktail Bars', 'Pizza']",34.0909,-118.38674
24332,"['Food Trucks', 'Chicken Wings', 'Pizza']",34.07035494526456,-118.3003485821403
24333,"['Pizza', 'Pop-Up Restaurants']",34.03925704956055,-118.26509857177734
24334,"['Pizza', 'Chicken Wings', 'Salad']",34.05256,-118.25601
24339,['Pizza'],33.9744,-118.2823
24340,"['Pizza', 'Coffee & Tea', 'Convenience Stores']",34.048148,-118.251236
24341,['Pizza'],34.03125556,-118.28398304
24343,['Pizza'],34.156283,-118.395955
24344,"['Pizza', 'Arcades', 'Kids Activities']",33.969328,-118.232925
24346,"['Food Delivery Services', 'Italian', 'Pizza']",34.06151,-118.31139
24347,['Pizza'],34.1461251,-118.2426024
24350,"['Italian', 'Pizza']",34.0524637,-118.2418311
24351,['Pizza'],34.0398651,-118.2987174
24353,"['Pizza', 'Italian']",34.1428049,-118.2471419
24354,['Pizza'],34.0628,-118.30928
24355,"['Food Delivery Services', 'Pizza']",34.004073,-118.421459
24356,"['Pizza', 'Italian']",34.1393868838127,-118.354627221535
24358,['Pizza'],34.136780108827,-118.258109086706
24359,"['Food Trucks', 'Pizza']",34.036169,-118.266693
24362,['Pizza'],34.103492129666,-118.235522026288
24366,['Pizza'],34.156498,-118.436977
24370,"['Italian', 'Pizza']",34.145155,-118.2590171
